iter	Logloss
160	0.00208788059
161	0.00206185685
162	0.002042638625
163	0.002022273171
164	0.002010211311
165	0.001995113759
166	0.001983176164
167	0.001966294614
168	0.001954674624
169	0.001942008475
170	0.001928188562
171	0.001910925007
172	0.001894967251
173	0.001880069959
174	0.001864743288
175	0.001852099217
176	0.001840422212
177	0.001825587588
178	0.001813805412
179	0.001801942388
180	0.001788320474
181	0.001773891963
182	0.001761770695
183	0.001747460019
184	0.001733167467
185	0.001718992402
186	0.001708058669
187	0.001694599481
188	0.001684059158
189	0.001674040324
190	0.0016632022
191	0.001649798621
192	0.001640956958
193	0.001630573562
194	0.001620730745
195	0.001611004505
196	0.001601893405
197	0.001593482938
198	0.001584258306
199	0.00157626186
200	0.001566914141
201	0.001558391515
202	0.00154972816
203	0.001539711362
204	0.001530298483
205	0.001519979795
206	0.001509831894
207	0.001500292278
208	0.001490203962
209	0.001481585289
210	0.001472678608
211	0.001464666952
212	0.00145476211
213	0.001446133516
214	0.001439383123
215	0.001432144474
216	0.001424413761
217	0.001415973855
218	0.00140866869
219	0.001400747809
220	0.001393407016
221	0.001386495768
222	0.001380660308
223	0.001373782258
224	0.001365834234
225	0.00135912114
226	0.001352645961
227	0.001345896813
228	0.001339025436
229	0.001331889044
230	0.001325263944
231	0.001318643943
232	0.00131223596
233	0.001305814181
234	0.001299502387
235	0.001294272305
236	0.001289651389
237	0.001283635466
238	0.001280339457
239	0.001276648779
240	0.001273764341
241	0.001269409517
242	0.001266548232
243	0.001265796093
244	0.001261574774
245	0.001261557907
246	0.001260682745
247	0.001260001331
248	0.00126001107
249	0.001258642254
250	0.001254630198
251	0.001252737678
252	0.001248404271
253	0.001248378397
254	0.001248374385
255	0.001248394204
256	0.001248400996
257	0.001248328127
258	0.001248303896
259	0.001248237318
260	0.001245509478
261	0.001245508741
262	0.001245508659
263	0.00124548606
264	0.001241977297
265	0.001241919726
266	0.001241896477
267	0.001237915804
268	0.001237843258
269	0.001234317854
270	0.001230230287
271	0.001226205334
272	0.001222129102
273	0.001222109865
274	0.001216784529
275	0.001216106119
276	0.001213457043
277	0.001208210357
278	0.001204414827
279	0.001204384291
280	0.00120051879
281	0.001200486207
282	0.001199331301
283	0.001195507545
284	0.001192278136
285	0.00119114002
286	0.001187673729
287	0.001186017423
288	0.001182501454
289	0.001180585002
290	0.001180500907
291	0.001180410439
292	0.001180383173
293	0.001180358358
294	0.00117862665
295	0.001178637299
296	0.001176427604
297	0.001174767017
298	0.001173249097
299	0.001173255648
300	0.001171027607
301	0.001168474649
302	0.001168369765
303	0.001166108594
304	0.001166075678
305	0.001166047266
306	0.001164929411
307	0.001164793077
308	0.001163040225
309	0.001163008624
310	0.001162866322
311	0.001162887524
312	0.001160306981
313	0.001156905243
314	0.001156879374
315	0.001154787048
316	0.001151485813
317	0.001151498582
318	0.001149376575
319	0.001149422919
320	0.001149326961
321	0.001149334089
322	0.001149282746
323	0.001149268494
324	0.001146706129
325	0.00114666896
326	0.001145540611
327	0.001142249696
328	0.001142260764
329	0.001142175199
330	0.00114062555
331	0.001140579148
332	0.001139636897
333	0.001139636897
334	0.001139559193
335	0.001139517931
336	0.00113954315
337	0.001139524809
338	0.001139541921
339	0.001139498771
340	0.001139515142
341	0.001139474062
342	0.001139379827
343	0.001139399797
344	0.001137526322
345	0.001134386381
346	0.001134315077
347	0.001134202083
348	0.001132842818
349	0.001132858785
350	0.001132840044
351	0.00113280156
352	0.001132771592
353	0.001132781264
354	0.001132792303
355	0.001132757668
356	0.001131291642
357	0.001131249801
358	0.001130975412
359	0.001130971241
360	0.001129875176
361	0.001129852554
362	0.001127378855
363	0.001125870915
364	0.001125865097
365	0.001125884339
366	0.001125816465
367	0.001125807126
368	0.001125821373
369	0.00112579978
370	0.001125762197
371	0.001125797892
372	0.001125370051
373	0.001125384394
374	0.001125342877
375	0.001125333783
376	0.001125279579
377	0.00112528244
378	0.001122128297
379	0.001121127922
380	0.00112112628
381	0.00112112628
382	0.001121088783
383	0.001121032878
384	0.001120989641
385	0.001120995049
386	0.001119526466
387	0.001116821211
388	0.001116010123
389	0.001116044222
390	0.001116036034
391	0.001114540512
392	0.00111449269
393	0.001114437835
394	0.001114408272
395	0.001114364307
396	0.001114365208
397	0.0011143675
398	0.001114356206
399	0.001114306008
400	0.001114304125
401	0.001114344901
402	0.001111845001
403	0.00111181512
404	0.001111746422
405	0.001111688716
406	0.001111652689
407	0.001111670702
408	0.001111546163
409	0.001111585793
410	0.001111501866
411	0.001111429061
412	0.001111403182
413	0.001111415791
414	0.001111340789
415	0.001111304107
416	0.001111255971
417	0.001111171162
418	0.001109257763
419	0.001109202653
420	0.00110919971
421	0.001109202571
422	0.001109126259
423	0.001109113327
424	0.0011090958
425	0.001106654079
426	0.001106548054
427	0.00110650302
428	0.001106522502
429	0.00110649238
430	0.001106427505
431	0.001106441424
432	0.001106068052
433	0.001106023509
434	0.001105949654
435	0.001103521707
436	0.001103534157
437	0.001101051124
438	0.001098200628
439	0.001098188024
440	0.001096756646
441	0.001096757219
442	0.001096684679
443	0.00109663006
444	0.001096621708
445	0.001096538846
446	0.001096560226
447	0.001096550969
448	0.001096536394
449	0.001095120223
450	0.001095140534
451	0.001093198135
452	0.001093191012
453	0.001093184625
454	0.001092232472
455	0.001090882055
456	0.00109054129
457	0.001090561841
458	0.00109054351
459	0.0010896317
460	0.0010896317
461	0.001088283417
462	0.001088036231
463	0.001086169434
464	0.00108475597
465	0.001082939666
466	0.001082874649
467	0.001081982172
468	0.001081977915
469	0.001081833088
470	0.001080554239
471	0.001080567012
472	0.001080461714
473	0.001079608126
474	0.001079543191
475	0.001076627542
476	0.001076612553
477	0.001076565472
478	0.001076541226
479	0.001076542873
480	0.001076470419
481	0.001076469436
482	0.00107641293
483	0.001076426363
484	0.001076390663
485	0.001076355132
486	0.001076353649
487	0.00107631713
488	0.001075403402
489	0.001075392594
490	0.001075460554
491	0.001073178195
492	0.001073205552
493	0.001071449989
494	0.001071374086
495	0.001070839502
496	0.001070801755
497	0.00106809015
498	0.00106529621
499	0.001065296128
